,title,media,date,datetime,desc,link,img
0,Covid Updates: U.S. Watching Uptick in Cases Closely,The New York Times,2 weeks ago,2022-04-20 21:39:32.767644,"The new White House Covid czar, Dr. Ashish Jha, said that hospitalizations 
remained very low and that he was not overly concerned. The U.S. State 
Department...",https://www.nytimes.com/live/2022/04/11/world/covid-19-mandates-cases-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Philadelphia is first major U.S. city to restore indoor mask mandate as COVID cases rise,Fortune,3 weeks ago,2022-04-13 21:39:32.777630,"Confirmed COVID-19 cases have risen more than 50% in 10 days, the threshold 
at which the city's guidelines call for people to wear masks indoors.",https://fortune.com/2022/04/11/philadelphia-indoor-mask-mandate-covid-cases-rise/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,"Rapid City growth numbers rising, ranking it among several well-known US cities - KNBN NewsCenter1",NewsCenter1,1 month ago,2022-04-04 21:39:32.788489,"RAPID CITY, S.D. — According to the U.S. Census Bureau, Rapid City is the 
fastest growing metro area in the Midwest, and among the top 8 percent in 
the...",https://www.newscenter1.tv/rapid-city-growth-numbers-rising-ranking-it-among-several-well-known-u-s-cities/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Miami rent is rising faster than in any other U.S. city,Time Out,1 month ago,2022-04-04 21:39:32.799054,"According to a recent report by Zumper, Miami is the U.S. city with the 
fastest rising rent prices—more than NYC or L.A..",https://www.timeout.com/miami/news/miami-rent-is-rising-faster-than-in-any-other-u-s-city-032522,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,The 10 U.S. Cities Where Rent Prices Are Rising Fastest,Money,1 month ago,2022-04-04 21:39:32.809034,"A new study from Realtor.com shows median rent is up 17% in U.S. cities, 
and Miami, Tampa and Orlando are seeing the biggest rent increases.",https://money.com/cities-where-rent-prices-rising-fastest/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,"Superstars, rising stars, and the rest: Pandemic trends and shifts in the geography of tech",Brookings,"ar 8, 2022",,"The pandemic years raised the promise of tech decentralization through 
remote work and new siting decisions. Yet, the dominance of tech's 
long-standing hubs...",https://www.brookings.edu/research/superstars-rising-stars-and-the-rest-pandemic-trends-and-shifts-in-the-geography-of-tech/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,New York City crime wave continues into 2022 as city rolls out safety plan,CNN,"ar 5, 2022",,"Major crimes in New York City spiked nearly 60% in February compared to the 
same month in 2021 -- a large majority occurring in a small swath of the...",https://www.cnn.com/2022/03/05/us/new-york-city-crime-wave-2022/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,Rent prices keep rising—here are the 25 most expensive U.S. cities to rent a 1-bedroom apartment,CNBC,"Feb 28, 2022",2022-02-28 00:00:00.000000,"The prices for one-bedroom rentals in the U.S. have risen for the second 
straight month, for a new all-time median high of $1393, according to a new 
study.",https://www.cnbc.com/2022/02/28/the-25-most-expensive-us-cities-to-rent-a-1-bedroom-apartment.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Biden Meets With Eric Adams in New York as U.S. Cities Grapple With Rising Crime,The Wall Street Journal,"Feb 3, 2022",2022-02-03 00:00:00.000000,"WASHINGTON—With murder rates in many U.S. cities rising, President Biden 
traveled to New York City on Thursday to highlight federal efforts to fight 
gun...",https://www.wsj.com/articles/biden-to-meet-eric-adams-in-new-york-as-u-s-cities-cope-with-rising-crime-11643897427,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Rents soared in many U.S. cities last year — and may keep rising in 2022,CBS News,"Feb 2, 2022",2022-02-02 00:00:00.000000,"Americans can't seem to catch a break when looking for a place to live: The 
monthly rent in America's 50 largest cities rose an average of 14% in 
2021,...",https://www.cbsnews.com/news/rents-rose-14-percent-us-2021/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,These are the world's most expensive cities in 2021,CNN,"Nov 30, 2021",2021-11-30 00:00:00.000000,"Inflation across major global cities is rising at its fastest rate for five 
years. Here are 2021's most expensive places to live.",https://www.cnn.com/travel/article/world-most-expensive-cities-2021/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,Data shows that New York City is the top rent rising city in the country | amNewYork,amNewYork,"Nov 25, 2021",2021-11-25 00:00:00.000000,"Zumper ranked the 100 most rent rising cities in the US and New York City 
took the first place in this list. According to their data, the median 
price for a...",https://www.amny.com/news/data-shows-that-new-york-city-is-the-top-rent-rising-city-in-the-country/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,How Africa will become the center of the world's urban future - Washington Post,The Washington Post,"Nov 19, 2021",2021-11-19 00:00:00.000000,"Growing at unprecedented rates, and shaped by forces both familiar and new, 
dozens of African cities will join the ranks of humanity's biggest 
megalopolises...",https://www.washingtonpost.com/world/interactive/2021/africa-cities/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,50 Housing Markets That Are Turning Ugly,GOBankingRates,"ct 31, 2021",,"The U.S. housing market has been strong, and home prices have been rising 
steadily since 2012. However, with the pandemic housing boom and low 
mortgage...",https://www.gobankingrates.com/investing/real-estate/housing-markets-that-are-turning-ugly/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,"More US cities invest in cyber insurance, but costs are rising",Cities Today,"ct 28, 2021",,"In a newly released survey, 59 percent of local government technology 
leaders say their cybersecurity budget increased this year, but 58 percent 
say it is...",https://cities-today.com/more-us-cities-invest-in-cyber-insurance-but-costs-are-rising/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,Chicago business leaders say rising crime threatens city's economic future,NBC News,"ct 12, 2021",,"The rise in violent crime in Chicago has boiled over, drawing concern from 
business leaders and leading to political infighting among those charged 
with.",https://www.nbcnews.com/news/us-news/chicago-business-leaders-say-rising-crime-threatens-citys-economic-fut-rcna2745,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Phoenix Real Estate: Home Prices in Three Cities Jump 25% or More,Bloomberg.com,"Sep 1, 2021",2021-09-01 00:00:00.000000,"Demand for more space and a limited supply of homes are fueling the biggest 
price increase in three decades.",https://www.bloomberg.com/news/articles/2021-09-01/where-home-prices-are-rising-the-most-us-cities-seeing-over-25-spike,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,Ranked: The Fastest Growing Cities in the US (2020-2025p),Visual Capitalist,"Aug 24, 2021",2021-08-24 00:00:00.000000,"Which U.S. cities are growing the fastest? Here are the 20 fastest growing 
cities in the U.S., based on projected population growth to 2025.",https://www.visualcapitalist.com/fastest-growing-cities-in-the-us/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,The 10 cities with the fastest-rising house prices in the US,Yahoo News,"Aug 16, 2021",2021-08-16 00:00:00.000000,"US house prices increased by record levels in the second quarter of 2021, 
according to quarterly figures from the National Association of Realtors 
(NAR).",https://news.yahoo.com/10-cities-fastest-growing-house-215051632.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,Atlanta home rents rising faster than most U.S. cities,The Atlanta Journal-Constitution,"Aug 10, 2021",2021-08-10 00:00:00.000000,Metro Atlanta home rent prices are rising faster than in most U.S. cities.,https://www.ajc.com/ajcjobs/atlanta-home-rents-rising-faster-than-most-us-cities/6ED4G5ARRRGJXMRHLJTUH3QQ2A/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,Covid Updates: U.S. Watching Uptick in Cases Closely,The New York Times,2 weeks ago,2022-04-20 21:39:35.806361,"The new White House Covid czar, Dr. Ashish Jha, said that hospitalizations 
remained very low and that he was not overly concerned. The U.S. State 
Department...",https://www.nytimes.com/live/2022/04/11/world/covid-19-mandates-cases-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,Philadelphia is first major U.S. city to restore indoor mask mandate as COVID cases rise,Fortune,3 weeks ago,2022-04-13 21:39:35.816359,"Confirmed COVID-19 cases have risen more than 50% in 10 days, the threshold 
at which the city's guidelines call for people to wear masks indoors.",https://fortune.com/2022/04/11/philadelphia-indoor-mask-mandate-covid-cases-rise/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,"Rapid City growth numbers rising, ranking it among several well-known US cities - KNBN NewsCenter1",NewsCenter1,1 month ago,2022-04-04 21:39:35.828811,"RAPID CITY, S.D. — According to the U.S. Census Bureau, Rapid City is the 
fastest growing metro area in the Midwest, and among the top 8 percent in 
the...",https://www.newscenter1.tv/rapid-city-growth-numbers-rising-ranking-it-among-several-well-known-u-s-cities/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,Miami rent is rising faster than in any other U.S. city,Time Out,1 month ago,2022-04-04 21:39:35.842657,"According to a recent report by Zumper, Miami is the U.S. city with the 
fastest rising rent prices—more than NYC or L.A..",https://www.timeout.com/miami/news/miami-rent-is-rising-faster-than-in-any-other-u-s-city-032522,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,The 10 U.S. Cities Where Rent Prices Are Rising Fastest,Money,1 month ago,2022-04-04 21:39:35.855627,"A new study from Realtor.com shows median rent is up 17% in U.S. cities, 
and Miami, Tampa and Orlando are seeing the biggest rent increases.",https://money.com/cities-where-rent-prices-rising-fastest/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,"Superstars, rising stars, and the rest: Pandemic trends and shifts in the geography of tech",Brookings,"ar 8, 2022",,"The pandemic years raised the promise of tech decentralization through 
remote work and new siting decisions. Yet, the dominance of tech's 
long-standing hubs...",https://www.brookings.edu/research/superstars-rising-stars-and-the-rest-pandemic-trends-and-shifts-in-the-geography-of-tech/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,New York City crime wave continues into 2022 as city rolls out safety plan,CNN,"ar 5, 2022",,"Major crimes in New York City spiked nearly 60% in February compared to the 
same month in 2021 -- a large majority occurring in a small swath of the...",https://www.cnn.com/2022/03/05/us/new-york-city-crime-wave-2022/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,Rent prices keep rising—here are the 25 most expensive U.S. cities to rent a 1-bedroom apartment,CNBC,"Feb 28, 2022",2022-02-28 00:00:00.000000,"The prices for one-bedroom rentals in the U.S. have risen for the second 
straight month, for a new all-time median high of $1393, according to a new 
study.",https://www.cnbc.com/2022/02/28/the-25-most-expensive-us-cities-to-rent-a-1-bedroom-apartment.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,Biden Meets With Eric Adams in New York as U.S. Cities Grapple With Rising Crime,The Wall Street Journal,"Feb 3, 2022",2022-02-03 00:00:00.000000,"WASHINGTON—With murder rates in many U.S. cities rising, President Biden 
traveled to New York City on Thursday to highlight federal efforts to fight 
gun...",https://www.wsj.com/articles/biden-to-meet-eric-adams-in-new-york-as-u-s-cities-cope-with-rising-crime-11643897427,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,Rents soared in many U.S. cities last year — and may keep rising in 2022,CBS News,"Feb 2, 2022",2022-02-02 00:00:00.000000,"Americans can't seem to catch a break when looking for a place to live: The 
monthly rent in America's 50 largest cities rose an average of 14% in 
2021,...",https://www.cbsnews.com/news/rents-rose-14-percent-us-2021/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,Boise home prices rising faster than any other US city,HousingWire,"Aug 9, 2021",2021-08-09 00:00:00.000000,"No city in America saw larger home price gains in the first half of 2021 
than Boise, Idaho. Home prices rose 13% from December ($410000) to June 
($463383)",https://www.housingwire.com/articles/boise-home-prices-rising-faster-than-any-other-us-city/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
31,Rising Violent Crime Is Likely To Present A Political Challenge For Democrats In 2022,NPR,"Jul 22, 2021",2021-07-22 00:00:00.000000,"Violent crime is on the rise in urban areas across the country. Many small 
cities that typically have relatively few murders are seeing significant...",https://www.npr.org/2021/07/22/1018996709/rising-violent-crime-is-likely-to-present-a-political-challenge-for-democrats-in,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
32,Racism is magnifying the deadly impact of rising city heat,Nature,"Jul 14, 2021",2021-07-14 00:00:00.000000,"Scientists are mapping correlations between race, poverty and heat in 
cities, and suggesting solutions to reduce the dangers.",https://www.nature.com/articles/d41586-021-01881-4,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
33,"Rent prices are spiking in Phoenix, Las Vegas and elsewhere as Americans return to cities",The Washington Post,"Jul 10, 2021",2021-07-10 00:00:00.000000,"Large rent increases and bidding wars on rentals are the new norm in some 
parts of America as reopening comes with big price hikes.",https://www.washingtonpost.com/business/2021/07/09/rent-prices-rising/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
34,Perspective | We don't know why violent crime is up. But we know there's more than one cause.,The Washington Post,"Jul 9, 2021",2021-07-09 00:00:00.000000,"The United States saw about 25 percent more homicides in 2020 than in 2019, 
based on preliminary data released by the FBI — the largest single-year 
increase...",https://www.washingtonpost.com/outlook/we-dont-know-why-violent-crime-is-up-but-we-know-theres-more-than-one-cause/2021/07/09/467dd25c-df9a-11eb-ae31-6b7c5c34f0d6_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
35,US crime: Is America seeing a surge in violence?,BBC,"Jul 7, 2021",2021-07-07 00:00:00.000000,"As New York announces emergency measures to tackle gun violence, we've 
looked at trends in the US.",https://www.bbc.com/news/57581270,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
36,How bad is the rise in US homicides? Factchecking the ‘crime wave’ narrative police are pushing,The Guardian,"Jun 30, 2021",2021-06-30 00:00:00.000000,"Homicides were up across the US in 2020 and appeared to be primarily driven 
by rising gun violence, but other crimes fell.",https://www.theguardian.com/us-news/2021/jun/30/us-crime-rate-homcides-explained,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
37,"Defund the Police? Actually, Police Salaries Are Rising in Departments Across the U.S.",USNews.com,"Jun 29, 2021",2021-06-29 00:00:00.000000,"Not only are police salaries rising, but the size of police forces also 
continues to grow.",https://www.usnews.com/news/cities/articles/2021-06-29/police-salaries-are-rising-in-departments-across-the-us,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
38,The Cost of Living Is Quickly Rising in These 20 US Cities,GOBankingRates,"Jun 15, 2021",2021-06-15 00:00:00.000000,"Living in a city can be expensive, with everything from rent to the average 
grocery bill eating up your savings and possibly preventing you from saving 
up...",https://www.gobankingrates.com/money/economy/cities-cost-living-rising-fastest/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
39,Killings spiked in the US and Republicans blame calls to 'defund the police.' But they are also rising in cities that ...,Chicago Tribune,"un 10, 2021",,"NEW YORK — “SKYROCKETING MURDER RATES,” claimed the National Fraternal 
Order of Police. “An explosion of violent crime,” said Senate Minority 
Leader Mitch...",https://www.chicagotribune.com/nation-world/ct-aud-nw-crime-spike-police-funding-20210610-graeysr24zapbkvpsbhvlfiakm-story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
40,Covid Updates: U.S. Watching Uptick in Cases Closely,The New York Times,2 weeks ago,2022-04-20 21:39:39.618965,"The new White House Covid czar, Dr. Ashish Jha, said that hospitalizations 
remained very low and that he was not overly concerned. The U.S. State 
Department...",https://www.nytimes.com/live/2022/04/11/world/covid-19-mandates-cases-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
41,Philadelphia is first major U.S. city to restore indoor mask mandate as COVID cases rise,Fortune,3 weeks ago,2022-04-13 21:39:39.628147,"Confirmed COVID-19 cases have risen more than 50% in 10 days, the threshold 
at which the city's guidelines call for people to wear masks indoors.",https://fortune.com/2022/04/11/philadelphia-indoor-mask-mandate-covid-cases-rise/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
42,"Rapid City growth numbers rising, ranking it among several well-known US cities - KNBN NewsCenter1",NewsCenter1,1 month ago,2022-04-04 21:39:39.639117,"RAPID CITY, S.D. — According to the U.S. Census Bureau, Rapid City is the 
fastest growing metro area in the Midwest, and among the top 8 percent in 
the...",https://www.newscenter1.tv/rapid-city-growth-numbers-rising-ranking-it-among-several-well-known-u-s-cities/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
43,Miami rent is rising faster than in any other U.S. city,Time Out,1 month ago,2022-04-04 21:39:39.649442,"According to a recent report by Zumper, Miami is the U.S. city with the 
fastest rising rent prices—more than NYC or L.A..",https://www.timeout.com/miami/news/miami-rent-is-rising-faster-than-in-any-other-u-s-city-032522,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
44,The 10 U.S. Cities Where Rent Prices Are Rising Fastest,Money,1 month ago,2022-04-04 21:39:39.659681,"A new study from Realtor.com shows median rent is up 17% in U.S. cities, 
and Miami, Tampa and Orlando are seeing the biggest rent increases.",https://money.com/cities-where-rent-prices-rising-fastest/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
45,"Superstars, rising stars, and the rest: Pandemic trends and shifts in the geography of tech",Brookings,"ar 8, 2022",,"The pandemic years raised the promise of tech decentralization through 
remote work and new siting decisions. Yet, the dominance of tech's 
long-standing hubs...",https://www.brookings.edu/research/superstars-rising-stars-and-the-rest-pandemic-trends-and-shifts-in-the-geography-of-tech/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
46,New York City crime wave continues into 2022 as city rolls out safety plan,CNN,"ar 5, 2022",,"Major crimes in New York City spiked nearly 60% in February compared to the 
same month in 2021 -- a large majority occurring in a small swath of the...",https://www.cnn.com/2022/03/05/us/new-york-city-crime-wave-2022/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
47,Rent prices keep rising—here are the 25 most expensive U.S. cities to rent a 1-bedroom apartment,CNBC,"Feb 28, 2022",2022-02-28 00:00:00.000000,"The prices for one-bedroom rentals in the U.S. have risen for the second 
straight month, for a new all-time median high of $1393, according to a new 
study.",https://www.cnbc.com/2022/02/28/the-25-most-expensive-us-cities-to-rent-a-1-bedroom-apartment.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
48,Biden Meets With Eric Adams in New York as U.S. Cities Grapple With Rising Crime,The Wall Street Journal,"Feb 3, 2022",2022-02-03 00:00:00.000000,"WASHINGTON—With murder rates in many U.S. cities rising, President Biden 
traveled to New York City on Thursday to highlight federal efforts to fight 
gun...",https://www.wsj.com/articles/biden-to-meet-eric-adams-in-new-york-as-u-s-cities-cope-with-rising-crime-11643897427,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
49,Rents soared in many U.S. cities last year — and may keep rising in 2022,CBS News,"Feb 2, 2022",2022-02-02 00:00:00.000000,"Americans can't seem to catch a break when looking for a place to live: The 
monthly rent in America's 50 largest cities rose an average of 14% in 
2021,...",https://www.cbsnews.com/news/rents-rose-14-percent-us-2021/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
50,Cities Reverse Defunding the Police Amid Rising Crime,The Wall Street Journal,"May 26, 2021",2021-05-26 00:00:00.000000,"An increase in crime, new funds from the economic revival and federal 
stimulus dollars spur cities to rethink cuts.",https://www.wsj.com/articles/cities-reverse-defunding-the-police-amid-rising-crime-11622066307,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
51,America's urban crime wave threatens Biden,Financial Times,"May 18, 2021",2021-05-18 00:00:00.000000,Republicans persist in opposing gun controls despite rising homicide rates.,https://www.ft.com/content/221c9a51-6899-4535-8663-451153805f10,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
52,The Breakout Cities on the Forefront of America's Economic Recovery,Wall Street Journal,"May 9, 2021",2021-05-09 00:00:00.000000,"Rising stars such as Greenville, S.C., Des Moines, Iowa, and Provo, Utah, 
built out vibrant economies even before the pandemic; now, they are drawing 
new...",https://www.wsj.com/articles/the-breakout-cities-on-the-forefront-of-americas-economic-recovery-11620584178,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
53,Murders Are Rising the Most in a Few Isolated Precincts of Major Cities,The Wall Street Journal,"May 8, 2021",2021-05-08 00:00:00.000000,"A murder wave in U.S. cities that started last year is carrying forward 
into 2021, and a growing body of research shows a pattern behind the rise: 
It has...",https://www.wsj.com/articles/murders-are-rising-the-most-in-a-few-isolated-precincts-of-major-cities-11620446460,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
54,Cities Where Home Values Are Rising the Fastest,24/7 Wall St.,"Apr 27, 2021",2021-04-27 00:00:00.000000,"In the early months of the COVID-19 pandemic, U.S. home sales slumped. 
Since then, however, the market has come roaring back — and rising 
demand,...",https://247wallst.com/special-report/2021/04/27/cities-where-home-values-are-rising-the-fastest/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
55,Rising Tide,Museum of the City of New York,"Apr 16, 2021",2021-04-16 00:00:00.000000,"Rising sea levels affect us all. In Rising Tide: Visualizing the Human 
Costs of the Climate Crisis, Dutch documentary photographer Kadir van 
Lohuizen...",https://www.mcny.org/exhibition/rising-tide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
56,Cities got deadlier in 2020: What’s behind the spike in homicides?,The Hill,"pr 5, 2021",,"2020 was a year marked by resurgent criminal violence that may spell 
serious trouble for American cities.",https://thehill.com/opinion/criminal-justice/546445-cities-got-deadlier-in-2020-whats-behind-the-spike-in-homicides/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
57,The US saw significant crime rise across major cities in 2020. And it's not letting up,CNN,"pr 3, 2021",,"Major American cities saw a 33% increase in homicides last year as a 
pandemic swept across the country, millions of people joined protests 
against racial...",https://www.cnn.com/2021/04/03/us/us-crime-rate-rise-2020/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
58,12 Rapidly Sinking Cities,Treehugger,"ar 28, 2021",,"From Houston to Jakarta, cities around the world are sinking due to rising 
sea levels and subsidence fueled by human activity and climate change.",https://www.treehugger.com/sinking-cities-5118499,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
59,Sea levels are rising fastest in big cities – here's why,The Conversation,"ar 17, 2021",,"Sinking land plus rising seas are putting hundreds of millions of people at 
risk.",https://theconversation.com/sea-levels-are-rising-fastest-in-big-cities-heres-why-157077,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
60,Covid Updates: U.S. Watching Uptick in Cases Closely,The New York Times,2 weeks ago,2022-04-20 21:39:43.887994,"The new White House Covid czar, Dr. Ashish Jha, said that hospitalizations 
remained very low and that he was not overly concerned. The U.S. State 
Department...",https://www.nytimes.com/live/2022/04/11/world/covid-19-mandates-cases-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
61,Philadelphia is first major U.S. city to restore indoor mask mandate as COVID cases rise,Fortune,3 weeks ago,2022-04-13 21:39:43.899543,"Confirmed COVID-19 cases have risen more than 50% in 10 days, the threshold 
at which the city's guidelines call for people to wear masks indoors.",https://fortune.com/2022/04/11/philadelphia-indoor-mask-mandate-covid-cases-rise/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
62,"Rapid City growth numbers rising, ranking it among several well-known US cities - KNBN NewsCenter1",NewsCenter1,1 month ago,2022-04-04 21:39:43.911904,"RAPID CITY, S.D. — According to the U.S. Census Bureau, Rapid City is the 
fastest growing metro area in the Midwest, and among the top 8 percent in 
the...",https://www.newscenter1.tv/rapid-city-growth-numbers-rising-ranking-it-among-several-well-known-u-s-cities/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
63,Miami rent is rising faster than in any other U.S. city,Time Out,1 month ago,2022-04-04 21:39:43.922349,"According to a recent report by Zumper, Miami is the U.S. city with the 
fastest rising rent prices—more than NYC or L.A..",https://www.timeout.com/miami/news/miami-rent-is-rising-faster-than-in-any-other-u-s-city-032522,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
