"state","state_code","date","price"
"California","CA",2012-04-30,304198
"California","CA",2012-05-31,305456
"California","CA",2012-06-30,307251
"California","CA",2012-07-31,309303
"California","CA",2012-08-31,311640
"California","CA",2012-09-30,314267
"California","CA",2012-10-31,317810
"California","CA",2012-11-30,321729
"California","CA",2012-12-31,327203
"California","CA",2013-01-31,332789
"California","CA",2013-02-28,339247
"California","CA",2013-03-31,345822
"California","CA",2013-04-30,352917
"California","CA",2013-05-31,360060
"California","CA",2013-06-30,367557
"California","CA",2013-07-31,374693
"California","CA",2013-08-31,381300
"California","CA",2013-09-30,387137
"California","CA",2013-10-31,392629
"California","CA",2013-11-30,398199
"California","CA",2013-12-31,403481
"California","CA",2014-01-31,408896
"California","CA",2014-02-28,413548
"California","CA",2014-03-31,416030
"California","CA",2014-04-30,416958
"California","CA",2014-05-31,417294
"California","CA",2014-06-30,417842
"California","CA",2014-07-31,418307
"California","CA",2014-08-31,418103
"California","CA",2014-09-30,418798
"California","CA",2014-10-31,420429
"California","CA",2014-11-30,423185
"California","CA",2014-12-31,425666
"California","CA",2015-01-31,428296
"California","CA",2015-02-28,431104
"California","CA",2015-03-31,434165
"California","CA",2015-04-30,436313
"California","CA",2015-05-31,438613
"California","CA",2015-06-30,440267
"California","CA",2015-07-31,440944
"California","CA",2015-08-31,442255
"California","CA",2015-09-30,444478
"California","CA",2015-10-31,448273
"California","CA",2015-11-30,451304
"California","CA",2015-12-31,455460
"California","CA",2016-01-31,459350
"California","CA",2016-02-29,462760
"California","CA",2016-03-31,464540
"California","CA",2016-04-30,466856
"California","CA",2016-05-31,469096
"California","CA",2016-06-30,471474
"California","CA",2016-07-31,472095
"California","CA",2016-08-31,473707
"California","CA",2016-09-30,475554
"California","CA",2016-10-31,479177
"California","CA",2016-11-30,482052
"California","CA",2016-12-31,484623
"California","CA",2017-01-31,487546
"California","CA",2017-02-28,490555
"California","CA",2017-03-31,493555
"California","CA",2017-04-30,496054
"California","CA",2017-05-31,499025
"California","CA",2017-06-30,502380
"California","CA",2017-07-31,503933
"California","CA",2017-08-31,505651
"California","CA",2017-09-30,508021
"California","CA",2017-10-31,512221
"California","CA",2017-11-30,516541
"California","CA",2017-12-31,520836
"California","CA",2018-01-31,525570
"California","CA",2018-02-28,530703
"California","CA",2018-03-31,535109
"California","CA",2018-04-30,538550
"California","CA",2018-05-31,541307
"California","CA",2018-06-30,544073
"California","CA",2018-07-31,545819
"California","CA",2018-08-31,547231
"California","CA",2018-09-30,548135
"California","CA",2018-10-31,549901
"California","CA",2018-11-30,550974
"California","CA",2018-12-31,550828
"California","CA",2019-01-31,550195
"California","CA",2019-02-28,549307
"California","CA",2019-03-31,549133
"California","CA",2019-04-30,549869
"California","CA",2019-05-31,550924
"California","CA",2019-06-30,551823
"California","CA",2019-07-31,551785
"California","CA",2019-08-31,552207
"California","CA",2019-09-30,553289
"California","CA",2019-10-31,555252
"California","CA",2019-11-30,556704
"California","CA",2019-12-31,558752
"California","CA",2020-01-31,561354
"California","CA",2020-02-29,565343
"California","CA",2020-03-31,569942
"California","CA",2020-04-30,573384
"California","CA",2020-05-31,573281
"California","CA",2020-06-30,572197
"California","CA",2020-07-31,574474
"California","CA",2020-08-31,581228
"California","CA",2020-09-30,589865
"California","CA",2020-10-31,598212
"California","CA",2020-11-30,605899
"California","CA",2020-12-31,612858
"California","CA",2021-01-31,619126
"California","CA",2021-02-28,626264
"California","CA",2021-03-31,634161
"California","CA",2021-04-30,644507
"California","CA",2021-05-31,658908
"California","CA",2021-06-30,676248
"California","CA",2021-07-31,694964
"California","CA",2021-08-31,708751
"California","CA",2021-09-30,718633
"California","CA",2021-10-31,723655
"California","CA",2021-11-30,729157
"California","CA",2021-12-31,735974
"California","CA",2022-01-31,746204
"California","CA",2022-02-28,758360
"Texas","TX",2001-01-31,116021
"Texas","TX",2001-02-28,115978
"Texas","TX",2001-03-31,115772
"Texas","TX",2001-04-30,115692
"Texas","TX",2001-05-31,115786
"Texas","TX",2001-06-30,115922
"Texas","TX",2001-07-31,116045
"Texas","TX",2001-08-31,116135
"Texas","TX",2001-09-30,116242
"Texas","TX",2001-10-31,116365
"Texas","TX",2001-11-30,116437
"Texas","TX",2001-12-31,116506
"Texas","TX",2002-01-31,116573
"Texas","TX",2002-02-28,116771
"Texas","TX",2002-03-31,117131
"Texas","TX",2002-04-30,117596
"Texas","TX",2002-05-31,118052
"Texas","TX",2002-06-30,118549
"Texas","TX",2002-07-31,119027
"Texas","TX",2002-08-31,119543
"Texas","TX",2002-09-30,119955
"Texas","TX",2002-10-31,120306
"Texas","TX",2002-11-30,120609
"Texas","TX",2002-12-31,120874
"Texas","TX",2003-01-31,121128
"Texas","TX",2003-02-28,121323
"Texas","TX",2003-03-31,121578
"Texas","TX",2003-04-30,121799
"Texas","TX",2003-05-31,122014
"Texas","TX",2003-06-30,122213
"Texas","TX",2003-07-31,122401
"Texas","TX",2003-08-31,122642
"Texas","TX",2003-09-30,122833
"Texas","TX",2003-10-31,123048
"Texas","TX",2003-11-30,123174
"Texas","TX",2003-12-31,123299
"Texas","TX",2004-01-31,123839
"Texas","TX",2004-02-29,124994
"Texas","TX",2004-03-31,126657
"Texas","TX",2004-04-30,127998
"Texas","TX",2004-05-31,128950
"Texas","TX",2004-06-30,129413
"Texas","TX",2004-07-31,129974
"Texas","TX",2004-08-31,130472
"Texas","TX",2004-09-30,131107
"Texas","TX",2004-10-31,131651
"Texas","TX",2004-11-30,132133
"Texas","TX",2004-12-31,132552
"Texas","TX",2005-01-31,133131
"Texas","TX",2005-02-28,133633
"Texas","TX",2005-03-31,134133
"Texas","TX",2005-04-30,134515
"Texas","TX",2005-05-31,134910
"Texas","TX",2005-06-30,135315
"Texas","TX",2005-07-31,135630
"Texas","TX",2005-08-31,135928
"Texas","TX",2005-09-30,136231
"Texas","TX",2005-10-31,136440
"Texas","TX",2005-11-30,136740
"Texas","TX",2005-12-31,136933
"Texas","TX",2006-01-31,137159
"Texas","TX",2006-02-28,137454
"Texas","TX",2006-03-31,137842
"Texas","TX",2006-04-30,138364
"Texas","TX",2006-05-31,138991
"Texas","TX",2006-06-30,139616
"Texas","TX",2006-07-31,140208
"Texas","TX",2006-08-31,140699
"Texas","TX",2006-09-30,141270
"Texas","TX",2006-10-31,142029
"Texas","TX",2006-11-30,142682
"Texas","TX",2006-12-31,143340
"Texas","TX",2007-01-31,143564
"Texas","TX",2007-02-28,143665
"Texas","TX",2007-03-31,143662
"Texas","TX",2007-04-30,144041
"Texas","TX",2007-05-31,144531
"Texas","TX",2007-06-30,145089
"Texas","TX",2007-07-31,145509
"Texas","TX",2007-08-31,145995
"Texas","TX",2007-09-30,146455
"Texas","TX",2007-10-31,146862
"Texas","TX",2007-11-30,147175
"Texas","TX",2007-12-31,147479
"Texas","TX",2008-01-31,147079
"Texas","TX",2008-02-29,146559
"Texas","TX",2008-03-31,145915
"Texas","TX",2008-04-30,145784
"Texas","TX",2008-05-31,145618
"Texas","TX",2008-06-30,145417
"Texas","TX",2008-07-31,145255
"Texas","TX",2008-08-31,144785
"Texas","TX",2008-09-30,144170
"Texas","TX",2008-10-31,143485
"Texas","TX",2008-11-30,142867
"Texas","TX",2008-12-31,142309
"Texas","TX",2009-01-31,141790
"Texas","TX",2009-02-28,141647
"Texas","TX",2009-03-31,141654
"Texas","TX",2009-04-30,141741
"Texas","TX",2009-05-31,141770
"Texas","TX",2009-06-30,141730
"Texas","TX",2009-07-31,141749
"Texas","TX",2009-08-31,141539
"Texas","TX",2009-09-30,141331
"Texas","TX",2009-10-31,141065
"Texas","TX",2009-11-30,141196
"Texas","TX",2009-12-31,141339
"Texas","TX",2010-01-31,141337
"Texas","TX",2010-02-28,141308
"Texas","TX",2010-03-31,141396
"Texas","TX",2010-04-30,141700
"Texas","TX",2010-05-31,141938
"Texas","TX",2010-06-30,141910
"Texas","TX",2010-07-31,141515
"Texas","TX",2010-08-31,140887
"Texas","TX",2010-09-30,140232
"Texas","TX",2010-10-31,139612
"Texas","TX",2010-11-30,138978
"Texas","TX",2010-12-31,138467
"Texas","TX",2011-01-31,138013
"Texas","TX",2011-02-28,137549
"Texas","TX",2011-03-31,137134
"Texas","TX",2011-04-30,136753
"Texas","TX",2011-05-31,136462
"Texas","TX",2011-06-30,136093
"Texas","TX",2011-07-31,135948
"Texas","TX",2011-08-31,135823
"Texas","TX",2011-09-30,135772
"Texas","TX",2011-10-31,135587
"Texas","TX",2011-11-30,135306
"Texas","TX",2011-12-31,135015
"Texas","TX",2012-01-31,134929
"Texas","TX",2012-02-29,135178
"Texas","TX",2012-03-31,135624
"Texas","TX",2012-04-30,136027
"Texas","TX",2012-05-31,136451
"Texas","TX",2012-06-30,136863
"Texas","TX",2012-07-31,137362
"Texas","TX",2012-08-31,137721
"Texas","TX",2012-09-30,137929
"Texas","TX",2012-10-31,138091
"Texas","TX",2012-11-30,138453
"Texas","TX",2012-12-31,138965
"Texas","TX",2013-01-31,139649
"Texas","TX",2013-02-28,140384
"Texas","TX",2013-03-31,141291
"Texas","TX",2013-04-30,142234
"Texas","TX",2013-05-31,143171
"Texas","TX",2013-06-30,144105
"Texas","TX",2013-07-31,145053
"Texas","TX",2013-08-31,145942
"Texas","TX",2013-09-30,146861
"Texas","TX",2013-10-31,147851
"Texas","TX",2013-11-30,148903
"Texas","TX",2013-12-31,149859
"Texas","TX",2014-01-31,150788
"Texas","TX",2014-02-28,151791
"Texas","TX",2014-03-31,152717
"Texas","TX",2014-04-30,153557
"Texas","TX",2014-05-31,154404
"Texas","TX",2014-06-30,155386
"Texas","TX",2014-07-31,156271
"Texas","TX",2014-08-31,157107
"Texas","TX",2014-09-30,157886
"Texas","TX",2014-10-31,158771
"Texas","TX",2014-11-30,159776
"Texas","TX",2014-12-31,160877
"Texas","TX",2015-01-31,162028
"Texas","TX",2015-02-28,163192
"Texas","TX",2015-03-31,164381
"Texas","TX",2015-04-30,165550
"Texas","TX",2015-05-31,166639
"Texas","TX",2015-06-30,167733
"Texas","TX",2015-07-31,168731
"Texas","TX",2015-08-31,169548
"Texas","TX",2015-09-30,170269
"Texas","TX",2015-10-31,171157
"Texas","TX",2015-11-30,172109
"Texas","TX",2015-12-31,173179
"Texas","TX",2016-01-31,174248
"Texas","TX",2016-02-29,175283
"Texas","TX",2016-03-31,176193
"Texas","TX",2016-04-30,177096
"Texas","TX",2016-05-31,178149
"Texas","TX",2016-06-30,179172
"Texas","TX",2016-07-31,180165
"Texas","TX",2016-08-31,180930
"Texas","TX",2016-09-30,181752
"Texas","TX",2016-10-31,182615
"Texas","TX",2016-11-30,183823
"Texas","TX",2016-12-31,185185
"Texas","TX",2017-01-31,186389
"Texas","TX",2017-02-28,187546
"Texas","TX",2017-03-31,188441
"Texas","TX",2017-04-30,189407
"Texas","TX",2017-05-31,190202
"Texas","TX",2017-06-30,191062
"Texas","TX",2017-07-31,191741
"Texas","TX",2017-08-31,192439
"Texas","TX",2017-09-30,193203
"Texas","TX",2017-10-31,194185
"Texas","TX",2017-11-30,195227
"Texas","TX",2017-12-31,196251
"Texas","TX",2018-01-31,197248
"Texas","TX",2018-02-28,198250
"Texas","TX",2018-03-31,199287
"Texas","TX",2018-04-30,200358
"Texas","TX",2018-05-31,201355
"Texas","TX",2018-06-30,202342
"Texas","TX",2018-07-31,203187
"Texas","TX",2018-08-31,204155
"Texas","TX",2018-09-30,205000
"Texas","TX",2018-10-31,205934
"Texas","TX",2018-11-30,206761
"Texas","TX",2018-12-31,207742
"Texas","TX",2019-01-31,208889
"Texas","TX",2019-02-28,209966
"Texas","TX",2019-03-31,210696
"Texas","TX",2019-04-30,211135
"Texas","TX",2019-05-31,211553
"Texas","TX",2019-06-30,212032
"Texas","TX",2019-07-31,212538
"Texas","TX",2019-08-31,213171
"Texas","TX",2019-09-30,213944
"Texas","TX",2019-10-31,214392
"Texas","TX",2019-11-30,214777
"Texas","TX",2019-12-31,214986
"Texas","TX",2020-01-31,215585
"Texas","TX",2020-02-29,216125
"Texas","TX",2020-03-31,216902
"Texas","TX",2020-04-30,217577
"Texas","TX",2020-05-31,218152
"Texas","TX",2020-06-30,218718
"Texas","TX",2020-07-31,219523
"Texas","TX",2020-08-31,220913
"Texas","TX",2020-09-30,222829
"Texas","TX",2020-10-31,225078
"Texas","TX",2020-11-30,227338
"Texas","TX",2020-12-31,229507
"Texas","TX",2021-01-31,231771
"Texas","TX",2021-02-28,234543
"Texas","TX",2021-03-31,237491
"Texas","TX",2021-04-30,241133
"Texas","TX",2021-05-31,245457
"Texas","TX",2021-06-30,250882
"Texas","TX",2021-07-31,256525
"Texas","TX",2021-08-31,262184
"Texas","TX",2021-09-30,267026
"Texas","TX",2021-10-31,271289
"Texas","TX",2021-11-30,274917
"Texas","TX",2021-12-31,279171
"Texas","TX",2022-01-31,283823
"Texas","TX",2022-02-28,289252
"New York","NY",2001-01-31,160676
"New York","NY",2001-02-28,161632
"New York","NY",2001-03-31,162578
"New York","NY",2001-04-30,163587
"New York","NY",2001-05-31,164667
"New York","NY",2001-06-30,165811
"New York","NY",2001-07-31,166982
"New York","NY",2001-08-31,168188
"New York","NY",2001-09-30,169322
"New York","NY",2001-10-31,170534
"New York","NY",2001-11-30,171813
"New York","NY",2001-12-31,173196
"New York","NY",2002-01-31,174580
"New York","NY",2002-02-28,175849
"New York","NY",2002-03-31,176936
"New York","NY",2002-04-30,178053
"New York","NY",2002-05-31,179229
"New York","NY",2002-06-30,180594
"New York","NY",2002-07-31,182012
"New York","NY",2002-08-31,183601
"New York","NY",2002-09-30,185179
"New York","NY",2002-10-31,186708
"New York","NY",2002-11-30,188181
"New York","NY",2002-12-31,189766
"New York","NY",2003-01-31,191329
"New York","NY",2003-02-28,192908
"New York","NY",2003-03-31,194692
"New York","NY",2003-04-30,196367
"New York","NY",2003-05-31,198061
"New York","NY",2003-06-30,199675
"New York","NY",2003-07-31,201403
"New York","NY",2003-08-31,203410
"New York","NY",2003-09-30,205541
"New York","NY",2003-10-31,207670
"New York","NY",2003-11-30,209384
"New York","NY",2003-12-31,210946
"New York","NY",2004-01-31,212582
"New York","NY",2004-02-29,214173
"New York","NY",2004-03-31,215469
"New York","NY",2004-04-30,216835
"New York","NY",2004-05-31,218494
"New York","NY",2004-06-30,220531
"New York","NY",2004-07-31,222745
"New York","NY",2004-08-31,224923
"New York","NY",2004-09-30,227235
"New York","NY",2004-10-31,229419
"New York","NY",2004-11-30,231671
"New York","NY",2004-12-31,233774
"New York","NY",2005-01-31,235827
"New York","NY",2005-02-28,237863
"New York","NY",2005-03-31,239696
"New York","NY",2005-04-30,241713
"New York","NY",2005-05-31,243861
"New York","NY",2005-06-30,246057
"New York","NY",2005-07-31,248408
"New York","NY",2005-08-31,250856
"New York","NY",2005-09-30,253427
"New York","NY",2005-10-31,255983
"New York","NY",2005-11-30,258162
"New York","NY",2005-12-31,260434
"New York","NY",2006-01-31,262336
"New York","NY",2006-02-28,264120
"New York","NY",2006-03-31,265513
"New York","NY",2006-04-30,266709
"New York","NY",2006-05-31,267883
"New York","NY",2006-06-30,269148
"New York","NY",2006-07-31,270304
"New York","NY",2006-08-31,271313
"New York","NY",2006-09-30,271826
"New York","NY",2006-10-31,272208
"New York","NY",2006-11-30,272355
"New York","NY",2006-12-31,272618
"New York","NY",2007-01-31,272805
"New York","NY",2007-02-28,272956
"New York","NY",2007-03-31,273237
"New York","NY",2007-04-30,273249
"New York","NY",2007-05-31,273486
"New York","NY",2007-06-30,273409
"New York","NY",2007-07-31,273472
"New York","NY",2007-08-31,273555
"New York","NY",2007-09-30,273524
"New York","NY",2007-10-31,273766
"New York","NY",2007-11-30,273922
"New York","NY",2007-12-31,273943
"New York","NY",2008-01-31,273941
"New York","NY",2008-02-29,273672
"New York","NY",2008-03-31,273465
"New York","NY",2008-04-30,272990
"New York","NY",2008-05-31,272266
"New York","NY",2008-06-30,271348
"New York","NY",2008-07-31,270160
"New York","NY",2008-08-31,268965
"New York","NY",2008-09-30,267615
"New York","NY",2008-10-31,265950
"New York","NY",2008-11-30,264181
"New York","NY",2008-12-31,262567
"New York","NY",2009-01-31,261092
"New York","NY",2009-02-28,259862
"New York","NY",2009-03-31,258753
"New York","NY",2009-04-30,257827
"New York","NY",2009-05-31,256945
"New York","NY",2009-06-30,255928
"New York","NY",2009-07-31,254896
"New York","NY",2009-08-31,253767
"New York","NY",2009-09-30,252908
"New York","NY",2009-10-31,252265
"New York","NY",2009-11-30,251892
"New York","NY",2009-12-31,251619
"New York","NY",2010-01-31,251397
"New York","NY",2010-02-28,251428
"New York","NY",2010-03-31,251508
"New York","NY",2010-04-30,251982
"New York","NY",2010-05-31,252365
"New York","NY",2010-06-30,252934
"New York","NY",2010-07-31,253167
"New York","NY",2010-08-31,252871
"New York","NY",2010-09-30,252129
"New York","NY",2010-10-31,250969
"New York","NY",2010-11-30,249923
"New York","NY",2010-12-31,248875
"New York","NY",2011-01-31,248255
"New York","NY",2011-02-28,247744
"New York","NY",2011-03-31,247462
"New York","NY",2011-04-30,246929
"New York","NY",2011-05-31,246402
"New York","NY",2011-06-30,245557
"New York","NY",2011-07-31,244836
"New York","NY",2011-08-31,244132
"New York","NY",2011-09-30,243504
"New York","NY",2011-10-31,242852
"New York","NY",2011-11-30,242117
"New York","NY",2011-12-31,241554
"New York","NY",2012-01-31,241044
"New York","NY",2012-02-29,240517
"New York","NY",2012-03-31,240148
"New York","NY",2012-04-30,240044
"New York","NY",2012-05-31,240258
"New York","NY",2012-06-30,240530
"New York","NY",2012-07-31,240703
"New York","NY",2012-08-31,240796
"New York","NY",2012-09-30,240804
"New York","NY",2012-10-31,240681
"New York","NY",2012-11-30,240696
"New York","NY",2012-12-31,240849
"New York","NY",2013-01-31,241109
"New York","NY",2013-02-28,241611
"New York","NY",2013-03-31,242120
"New York","NY",2013-04-30,243020
"New York","NY",2013-05-31,243927
"New York","NY",2013-06-30,244946
"New York","NY",2013-07-31,245800
"New York","NY",2013-08-31,246430
"New York","NY",2013-09-30,246986
"New York","NY",2013-10-31,247609
"New York","NY",2013-11-30,248280
"New York","NY",2013-12-31,248871
"New York","NY",2014-01-31,249472
"New York","NY",2014-02-28,250096
"New York","NY",2014-03-31,250872
"New York","NY",2014-04-30,251657
"New York","NY",2014-05-31,252386
"New York","NY",2014-06-30,253015
"New York","NY",2014-07-31,253391
"New York","NY",2014-08-31,253712
"New York","NY",2014-09-30,253986
"New York","NY",2014-10-31,254281
"New York","NY",2014-11-30,254582
"New York","NY",2014-12-31,255002
"New York","NY",2015-01-31,255372
"New York","NY",2015-02-28,255662
"New York","NY",2015-03-31,255839
"New York","NY",2015-04-30,256311
"New York","NY",2015-05-31,256930
"New York","NY",2015-06-30,257737
"New York","NY",2015-07-31,258492
"New York","NY",2015-08-31,259152
"New York","NY",2015-09-30,259737
"New York","NY",2015-10-31,260153
"New York","NY",2015-11-30,260586
"New York","NY",2015-12-31,260880
"New York","NY",2016-01-31,261173
"New York","NY",2016-02-29,261707
"New York","NY",2016-03-31,262470
"New York","NY",2016-04-30,263431
"New York","NY",2016-05-31,264388
"New York","NY",2016-06-30,265239
"New York","NY",2016-07-31,266013
"New York","NY",2016-08-31,266812
"New York","NY",2016-09-30,267570
"New York","NY",2016-10-31,268443
"New York","NY",2016-11-30,269391
"New York","NY",2016-12-31,270519
"New York","NY",2017-01-31,271594
"New York","NY",2017-02-28,272347
"New York","NY",2017-03-31,273073
"New York","NY",2017-04-30,274018
"New York","NY",2017-05-31,275380
"New York","NY",2017-06-30,276999
"New York","NY",2017-07-31,278463
"New York","NY",2017-08-31,279786
"New York","NY",2017-09-30,280976
"New York","NY",2017-10-31,282217
"New York","NY",2017-11-30,283528
"New York","NY",2017-12-31,284694
"New York","NY",2018-01-31,286026
"New York","NY",2018-02-28,287414
"New York","NY",2018-03-31,288949
"New York","NY",2018-04-30,290355
"New York","NY",2018-05-31,291635
"New York","NY",2018-06-30,292854
"New York","NY",2018-07-31,294145
"New York","NY",2018-08-31,295527
"New York","NY",2018-09-30,296986
"New York","NY",2018-10-31,298298
"New York","NY",2018-11-30,299545
"New York","NY",2018-12-31,300658
"New York","NY",2019-01-31,301784
"New York","NY",2019-02-28,302856
"New York","NY",2019-03-31,304070
"New York","NY",2019-04-30,305031
"New York","NY",2019-05-31,305863
"New York","NY",2019-06-30,306347
"New York","NY",2019-07-31,306655
"New York","NY",2019-08-31,306829
"New York","NY",2019-09-30,306919
"New York","NY",2019-10-31,307072
"New York","NY",2019-11-30,307476
"New York","NY",2019-12-31,308174
"New York","NY",2020-01-31,309114
"New York","NY",2020-02-29,310188
"New York","NY",2020-03-31,311161
"New York","NY",2020-04-30,312081
"New York","NY",2020-05-31,312536
"New York","NY",2020-06-30,313065
"New York","NY",2020-07-31,314158
"New York","NY",2020-08-31,315982
"New York","NY",2020-09-30,318635
"New York","NY",2020-10-31,321974
"New York","NY",2020-11-30,325649
"New York","NY",2020-12-31,329261
"New York","NY",2021-01-31,332546
"New York","NY",2021-02-28,335830
"New York","NY",2021-03-31,339046
"New York","NY",2021-04-30,342235
"New York","NY",2021-05-31,346285
"New York","NY",2021-06-30,351188
"New York","NY",2021-07-31,356779
"New York","NY",2021-08-31,361578
"New York","NY",2021-09-30,365584
"New York","NY",2021-10-31,368617
"New York","NY",2021-11-30,371479
"New York","NY",2021-12-31,374311
"New York","NY",2022-01-31,377582
"New York","NY",2022-02-28,381335
"Florida","FL",2001-01-31,123652
"Florida","FL",2001-02-28,124462
"Florida","FL",2001-03-31,125319
"Florida","FL",2001-04-30,126251
"Florida","FL",2001-05-31,127220
"Florida","FL",2001-06-30,128222
"Florida","FL",2001-07-31,129311
"Florida","FL",2001-08-31,130465
"Florida","FL",2001-09-30,131635
"Florida","FL",2001-10-31,132795
"Florida","FL",2001-11-30,133887
"Florida","FL",2001-12-31,134978
"Florida","FL",2002-01-31,136019
"Florida","FL",2002-02-28,137014
"Florida","FL",2002-03-31,138010
"Florida","FL",2002-04-30,139083
"Florida","FL",2002-05-31,140226
"Florida","FL",2002-06-30,141409
"Florida","FL",2002-07-31,142597
"Florida","FL",2002-08-31,143899
"Florida","FL",2002-09-30,145130
"Florida","FL",2002-10-31,146368
"Florida","FL",2002-11-30,147520
"Florida","FL",2002-12-31,148852
"Florida","FL",2003-01-31,150206
"Florida","FL",2003-02-28,151636
"Florida","FL",2003-03-31,153095
"Florida","FL",2003-04-30,154670
"Florida","FL",2003-05-31,156276
"Florida","FL",2003-06-30,157837
"Florida","FL",2003-07-31,159377
"Florida","FL",2003-08-31,160979
"Florida","FL",2003-09-30,162638
"Florida","FL",2003-10-31,164307
"Florida","FL",2003-11-30,165923
"Florida","FL",2003-12-31,167460
"Florida","FL",2004-01-31,169023
"Florida","FL",2004-02-29,170610
"Florida","FL",2004-03-31,172405
"Florida","FL",2004-04-30,174379
"Florida","FL",2004-05-31,176689
"Florida","FL",2004-06-30,179294
"Florida","FL",2004-07-31,182165
"Florida","FL",2004-08-31,185325
"Florida","FL",2004-09-30,188416
"Florida","FL",2004-10-31,191316
"Florida","FL",2004-11-30,194008
"Florida","FL",2004-12-31,196867
"Florida","FL",2005-01-31,199908
"Florida","FL",2005-02-28,203214
"Florida","FL",2005-03-31,206972
"Florida","FL",2005-04-30,211372
"Florida","FL",2005-05-31,216183
"Florida","FL",2005-06-30,221377
"Florida","FL",2005-07-31,226887
"Florida","FL",2005-08-31,232509
